Pitch (MIDI),Start Time (s),Time difference (s),Max Intensity,Max Intensity change,Pitch-duration (s),Lines recorded
51.0,0.0,,0.08706009,1.3293694338204054,0.06872916221618652,4
45.0,0.2844982147216797,0.2844982147216797,0.084447525,1.688655972480774,0.05231070518493652,2
75.0,0.33989810943603516,0.05539989471435547,0.092826694,0.9920281767845154,0.04482698440551758,2
44.0,0.5068767070770264,0.1669785976409912,0.06233055,1.1496272087097168,0.07460141181945801,2
55.0,1.9900431632995605,1.4831664562225342,0.060301036,1.1985803842544556,0.0512082576751709,2
