Pitch (MIDI),Time (s),Intensity,Tag
52.0,5.748260021209717,0.00959164,Suspicious
52.0,5.7724738121032715,0.0067926543,Suspicious
52.0,5.798582315444946,0.0051108575,Suspicious
40.0,5.820499420166016,0.0031909866,Suspicious
40.0,5.837928056716919,0.00455773,Suspicious
52.0,5.867903232574463,0.004823494,Suspicious
40.0,6.121580123901367,0.007644643,Suspicious
69.0,6.150527000427246,0.1356877,OK
69.0,6.170439004898071,0.14444438,OK
44.0,6.190669536590576,0.12996969,OK
69.0,6.221436023712158,0.10010492,OK
69.0,6.238004922866821,0.086027816,OK
69.0,6.257989406585693,0.073170215,OK
69.0,6.2922210693359375,0.055261835,OK
69.0,6.312035322189331,0.04658004,Suspicious
69.0,6.332252025604248,0.038995013,Suspicious
69.0,6.352932691574097,0.031893298,Suspicious
52.0,6.3823935985565186,0.035512023,Suspicious
48.0,6.4015421867370605,0.0419631,Suspicious
52.0,6.422297954559326,0.032407105,Suspicious
52.0,6.452330112457275,0.066557735,OK
52.0,6.472323894500732,0.062671155,OK
52.0,6.492334604263306,0.07304888,OK
52.0,6.522220134735107,0.07884707,OK
52.0,6.5423338413238525,0.057154816,OK
52.0,6.562389135360718,0.053159367,OK
52.0,6.592793941497803,0.041651428,Suspicious
52.0,6.608260869979858,0.032315936,Suspicious
52.0,6.631728649139404,0.025502885,Suspicious
52.0,6.658299922943115,0.021132918,Suspicious
52.0,6.682325124740601,0.023806164,Suspicious
52.0,6.702318906784058,0.026537577,Suspicious
52.0,6.731903553009033,0.018201334,Suspicious
52.0,6.751948833465576,0.019760994,Suspicious
52.0,6.772258043289185,0.02115322,Suspicious
52.0,6.802329778671265,0.03152482,Suspicious
52.0,6.82234787940979,0.031622544,Suspicious
52.0,6.840370416641235,0.03182449,Suspicious
33.0,6.870605707168579,0.036355782,Suspicious
52.0,6.89236855506897,0.056240663,OK
52.0,6.912600755691528,0.058314797,OK
52.0,6.940535545349121,0.037329335,Suspicious
52.0,6.960324048995972,0.02174187,Suspicious
52.0,6.980428457260132,0.018075155,Suspicious
33.0,7.0019850730896,0.01594638,Suspicious
38.0,7.030499696731567,0.015039383,Suspicious
52.0,7.052281856536865,0.018442666,Suspicious
33.0,7.07308030128479,0.03672447,Suspicious
52.0,7.102151870727539,0.041415438,Suspicious
52.0,7.121893644332886,0.021715995,Suspicious
52.0,7.1382997035980225,0.01437215,Suspicious
52.0,7.171205997467041,0.012064218,Suspicious
77.0,7.192567586898804,0.0087985145,Suspicious
77.0,7.2079925537109375,0.008571525,Suspicious
40.0,7.237870931625366,0.00558831,Suspicious
40.0,7.258259057998657,0.010465627,Suspicious
52.0,7.278248071670532,0.011674542,Suspicious
52.0,7.308230876922607,0.0092207445,Suspicious
52.0,7.332235813140869,0.0035441625,Suspicious
40.0,7.537621259689331,0.035399627,Suspicious
69.0,7.5579118728637695,0.08017378,OK
69.0,7.592732667922974,0.072604604,OK
69.0,7.610533714294434,0.09027195,OK
40.0,7.628057479858398,0.10896564,OK
69.0,7.658258438110352,0.09955933,OK
69.0,7.682263374328613,0.08169383,OK
69.0,7.702276706695557,0.09021583,OK
69.0,7.717522621154785,0.09084269,OK
48.0,7.752701759338379,0.068236455,OK
48.0,7.772387266159058,0.052528325,OK
48.0,7.788434982299805,0.065186426,OK
48.0,7.822177171707153,0.06739079,OK
48.0,7.841174840927124,0.06549577,OK
48.0,7.860086917877197,0.10150615,OK
36.0,7.892857313156128,0.12057008,OK
36.0,7.908076763153076,0.13686198,OK
55.0,7.929116487503052,0.13415752,OK
36.0,7.9593000411987305,0.13272138,OK
36.0,7.979282379150391,0.12696002,OK
55.0,7.999270439147949,0.11649325,OK
36.0,8.029017686843872,0.11296584,OK
36.0,8.049246311187744,0.11156837,OK
55.0,8.072081327438354,0.101856425,OK
55.0,8.102173566818237,0.091800064,OK
55.0,8.122287273406982,0.09210489,OK
55.0,8.142263889312744,0.084091574,OK
55.0,8.170270681381226,0.08619404,OK
55.0,8.190439701080322,0.07765968,OK
55.0,8.21039628982544,0.08671555,OK
43.0,8.239425659179688,0.093393624,OK
43.0,8.259437084197998,0.09430888,OK
43.0,8.2794189453125,0.10129684,OK
43.0,8.309391021728516,0.07682636,OK
43.0,8.329707622528076,0.053280372,OK
43.0,8.349915027618408,0.037490647,Suspicious
43.0,8.369895935058594,0.02628029,Suspicious
43.0,8.399883508682251,0.021835843,Suspicious
43.0,8.41986608505249,0.022176016,Suspicious
43.0,8.442789554595947,0.01784246,Suspicious
43.0,8.468006372451782,0.010496675,Suspicious
43.0,8.487776041030884,0.0059194323,Suspicious
43.0,8.50795865058899,0.0046512615,Suspicious
43.0,8.542356729507446,0.0048989756,Suspicious
43.0,8.562355756759644,0.05465513,OK
50.0,8.582339763641357,0.1149228,OK
50.0,8.612325429916382,0.13540837,OK
50.0,8.630581378936768,0.118517146,OK
50.0,8.650310754776001,0.11378003,OK
50.0,8.680631875991821,0.09401923,OK
50.0,8.69777250289917,0.101026386,OK
50.0,8.717928647994995,0.098193325,OK
50.0,8.750239372253418,0.091791555,OK
50.0,8.770337104797363,0.08792882,OK
50.0,8.792742490768433,0.08119395,OK
50.0,8.817930936813354,0.08218982,OK
50.0,8.841151237487793,0.06872166,OK
50.0,8.86018419265747,0.056795992,OK
50.0,8.88746166229248,0.046252258,Suspicious
50.0,8.912498474121094,0.108709306,OK
69.0,8.932608127593994,0.15070055,OK
69.0,8.956163883209229,0.14837782,OK
69.0,8.979674577713013,0.14968486,OK
69.0,8.997723579406738,0.15869254,OK
69.0,9.030797958374023,0.16100338,OK
69.0,9.052673101425171,0.16860206,OK
69.0,9.06810712814331,0.1643385,OK
69.0,9.092868089675903,0.15893099,OK
68.0,9.121248960494995,0.16054812,OK
68.0,9.142465114593506,0.1455123,OK
68.0,9.160521268844604,0.12821609,OK
68.0,9.190059661865234,0.117085055,OK
68.0,9.205018043518066,0.12404992,OK
68.0,9.231077194213867,0.12924254,OK
48.0,9.260170936584473,0.10514622,OK
48.0,9.280123233795166,0.10503269,OK
48.0,9.300113439559937,0.0963835,OK
48.0,9.331199407577515,0.09078918,OK
48.0,9.350240468978882,0.08073643,OK
48.0,9.37022876739502,0.088757515,OK
48.0,9.400153398513794,0.07274538,OK
48.0,9.421441555023193,0.07166579,OK
48.0,9.441428422927856,0.06462897,OK
48.0,9.472167015075684,0.05307584,OK
48.0,9.489213705062866,0.046518855,Suspicious
